gene_id	seqid	strand	biotype	name	description
ENSSSAG00000032661	AGKD04216415.1	.	snoRNA		
ENSSSAG00000032662	AGKD04431628.1	.	protein_coding		
ENSSSAG00000032667	AGKD04395165.1	.	protein_coding		
ENSSSAG00000032669	AGKD04216415.1	.	snoRNA		
ENSSSAG00000032677	AGKD04506942.1	.	protein_coding		
ENSSSAG00000032678	AGKD04431648.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000032679	AGKD04440738.1	.	protein_coding		
ENSSSAG00000032686	AGKD04512969.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032687	AGKD04412721.1	.	protein_coding		
ENSSSAG00000032693	AGKD04431675.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032695	AGKD04485980.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032698	AGKD04350740.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032699	AGKD04024421.1	.	protein_coding	ch076	CH076 protein [Source:NCBI gene%3BAcc:100196444]
ENSSSAG00000032717	AGKD04513222.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000032721	AGKD04350778.1	.	protein_coding		
ENSSSAG00000032722	AGKD04431713.1	.	protein_coding	ptges3a	prostaglandin E synthase 3a (cytosolic) [Source:ZFIN%3BAcc:ZDB-GENE-040426-2200]
ENSSSAG00000032727	AGKD04239894.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032728	AGKD04410411.1	.	protein_coding		
ENSSSAG00000032730	AGKD04513274.1	.	snoRNA		
ENSSSAG00000032733	AGKD04463666.1	.	pseudogene		
ENSSSAG00000032740	AGKD04089125.1	.	protein_coding		
ENSSSAG00000032744	AGKD04513274.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000032745	AGKD04412804.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000032747	AGKD04216464.1	.	protein_coding		
ENSSSAG00000032750	AGKD04239961.1	.	protein_coding		
ENSSSAG00000032769	AGKD04513497.1	.	protein_coding		
ENSSSAG00000032785	AGKD04431770.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000032788	AGKD04463781.1	.	protein_coding		
ENSSSAG00000032789	AGKD04313110.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032795	AGKD04089125.1	.	protein_coding		
ENSSSAG00000032798	AGKD04507315.1	.	snoRNA	SNORD36	Small nucleolar RNA SNORD36 [Source:RFAM%3BAcc:RF00049]
ENSSSAG00000032800	AGKD04410500.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000032802	AGKD04422413.1	.	protein_coding		
ENSSSAG00000032803	AGKD04417048.1	.	protein_coding		
ENSSSAG00000032806	AGKD04395546.1	.	protein_coding		
ENSSSAG00000032807	AGKD04313157.1	.	snoRNA		
ENSSSAG00000032812	AGKD04463781.1	.	pseudogene		
ENSSSAG00000032816	AGKD04572358.1	.	protein_coding		
ENSSSAG00000032822	AGKD04313157.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000032824	AGKD04412884.1	.	protein_coding		
ENSSSAG00000032827	AGKD04486397.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000032829	AGKD04513691.1	.	protein_coding		
ENSSSAG00000032832	AGKD04089160.1	.	protein_coding		
ENSSSAG00000032835	AGKD04417054.1	.	protein_coding		
ENSSSAG00000032837	AGKD04240059.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032838	AGKD04024455.1	.	protein_coding		piggyBac transposable element-derived protein 4-like [Source:NCBI gene%3BAcc:106595747]
ENSSSAG00000032840	AGKD04313265.1	.	pseudogene		
ENSSSAG00000032847	AGKD04507373.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000032848	AGKD04486424.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032849	AGKD04033624.1	.	snoRNA		
ENSSSAG00000032850	AGKD04412991.1	.	pseudogene		
ENSSSAG00000032851	AGKD04350974.1	.	protein_coding		
ENSSSAG00000032852	AGKD04410543.1	.	protein_coding	csrp3	cysteine and glycine-rich protein 3 (cardiac LIM protein) [Source:ZFIN%3BAcc:ZDB-GENE-041010-119]
ENSSSAG00000032860	AGKD04507373.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000032866	AGKD04240076.1	.	protein_coding		
ENSSSAG00000032867	AGKD04033624.1	.	snoRNA		
ENSSSAG00000032868	AGKD04486464.1	.	protein_coding		
ENSSSAG00000032870	AGKD04089178.1	.	protein_coding		
ENSSSAG00000032882	AGKD04033624.1	.	snoRNA		
ENSSSAG00000032883	AGKD04422476.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000032888	AGKD04216719.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032896	AGKD04422476.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000032897	AGKD04441155.1	.	protein_coding		
ENSSSAG00000032900	AGKD04075281.1	.	protein_coding		
ENSSSAG00000032901	AGKD04033624.1	.	snoRNA		
ENSSSAG00000032905	AGKD04412998.1	.	protein_coding		
ENSSSAG00000032911	AGKD04422544.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032913	AGKD04572558.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000032915	AGKD04417110.1	.	protein_coding		
ENSSSAG00000032918	AGKD04143731.1	.	protein_coding		
ENSSSAG00000032919	AGKD04033644.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000032927	AGKD04313494.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000032935	AGKD04413037.1	.	protein_coding		
ENSSSAG00000032952	AGKD04395758.1	.	protein_coding		
ENSSSAG00000032954	AGKD04572653.1	.	protein_coding		
ENSSSAG00000032960	AGKD04216770.1	.	protein_coding		
ENSSSAG00000032966	AGKD04513943.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032970	AGKD04625083.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000032972	AGKD04471911.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000032978	AGKD04457794.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000032979	AGKD04464145.1	.	protein_coding		
ENSSSAG00000032993	AGKD04471995.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000032995	AGKD04351086.1	.	pseudogene		
ENSSSAG00000033000	AGKD04514250.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033007	AGKD04472059.1	.	pseudogene		
ENSSSAG00000033020	AGKD04486694.1	.	protein_coding		
ENSSSAG00000033024	AGKD04464272.1	.	protein_coding		
ENSSSAG00000033026	AGKD04514377.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033029	AGKD04058837.1	.	protein_coding		
ENSSSAG00000033030	AGKD04313647.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033036	AGKD04024459.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000033039	AGKD04458060.1	.	miRNA	ssa-mir-128-2	ssa-mir-128-2 [Source:miRBase%3BAcc:MI0026462]
ENSSSAG00000033045	AGKD04216811.1	.	protein_coding		
ENSSSAG00000033049	AGKD04486759.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033052	AGKD04625288.1	.	protein_coding		
ENSSSAG00000033053	AGKD04024459.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000033054	AGKD04464368.1	.	protein_coding		
ENSSSAG00000033064	AGKD04486778.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033065	AGKD04458141.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033066	AGKD04472063.1	.	protein_coding		
ENSSSAG00000033068	AGKD04024459.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000033070	AGKD04413187.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033077	AGKD04313755.1	.	ribozyme	RNaseP_nuc	Nuclear RNase P [Source:RFAM%3BAcc:RF00009]
ENSSSAG00000033079	AGKD04422864.1	.	snoRNA	SNORD31	Small nucleolar RNA SNORD31 [Source:RFAM%3BAcc:RF00089]
ENSSSAG00000033081	AGKD04625426.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033087	AGKD04024459.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000033089	AGKD04486805.1	.	protein_coding		
ENSSSAG00000033097	AGKD04089235.1	.	pseudogene		
ENSSSAG00000033098	AGKD04783712.1	.	protein_coding		
ENSSSAG00000033101	AGKD04422930.1	.	protein_coding		
ENSSSAG00000033102	AGKD04108849.1	.	pseudogene		
ENSSSAG00000033109	AGKD04075338.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033116	AGKD04313783.1	.	protein_coding		
ENSSSAG00000033119	AGKD04441676.1	.	protein_coding		
ENSSSAG00000033120	AGKD04351231.1	.	protein_coding		
ENSSSAG00000033121	AGKD04464447.1	.	pseudogene		
ENSSSAG00000033126	AGKD04075338.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033134	AGKD04458165.1	.	protein_coding		
ENSSSAG00000033138	AGKD04075338.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033143	AGKD04783810.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033145	AGKD04508343.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033156	AGKD04464637.1	.	protein_coding		
ENSSSAG00000033162	AGKD04417376.1	.	protein_coding		
ENSSSAG00000033163	AGKD04573127.1	.	protein_coding		
ENSSSAG00000033175	AGKD04351265.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033179	AGKD04255428.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033183	AGKD04625736.1	.	pseudogene		
ENSSSAG00000033192	AGKD04784181.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033196	AGKD04508635.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033198	AGKD04413361.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033213	AGKD04033668.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033214	ssa13	.	miRNA	ssa-mir-219a-1	ssa-mir-219a-1 [Source:miRBase%3BAcc:MI0026620]
ENSSSAG00000033221	AGKD04784317.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033227	AGKD04508711.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033228	AGKD04486964.1	.	protein_coding		
ENSSSAG00000033239	AGKD04464932.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033242	AGKD04033668.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033245	AGKD04351386.1	.	protein_coding		
ENSSSAG00000033251	AGKD04514600.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033252	AGKD04625788.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033258	AGKD04611993.1	.	protein_coding		
ENSSSAG00000033266	AGKD04033668.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033270	ssa17	.	lncRNA		
ENSSSAG00000033273	AGKD04514600.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033274	AGKD04573526.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000033275	AGKD04313843.1	.	protein_coding		
ENSSSAG00000033276	AGKD04413443.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033284	AGKD04508825.1	.	pseudogene		
ENSSSAG00000033289	ssa17	.	miRNA	ssa-mir-129-3	ssa-mir-129-3 [Source:miRBase%3BAcc:MI0026467]
ENSSSAG00000033290	AGKD04351392.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033306	AGKD04458437.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033309	AGKD04625809.1	.	protein_coding		
ENSSSAG00000033314	AGKD04784585.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000033328	AGKD04441740.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033334	AGKD04784620.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033336	AGKD04075411.1	.	protein_coding		
ENSSSAG00000033337	AGKD04458462.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033343	AGKD04599462.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033345	AGKD04351545.1	.	pseudogene		
ENSSSAG00000033346	AGKD04417442.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033348	AGKD04144219.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033351	AGKD04586668.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033355	AGKD04784953.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033364	AGKD04514792.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033370	AGKD04441743.1	.	protein_coding		
ENSSSAG00000033373	AGKD04785041.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033387	AGKD04313867.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033388	AGKD04785086.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033391	AGKD04625912.1	.	protein_coding		
ENSSSAG00000033401	AGKD04115694.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033403	AGKD04472572.1	.	snoRNA		
ENSSSAG00000033406	AGKD04691496.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033408	AGKD04508836.1	.	protein_coding		
ENSSSAG00000033411	AGKD04785086.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033417	AGKD04256035.1	.	protein_coding		
ENSSSAG00000033419	AGKD04410892.1	.	snoRNA		
ENSSSAG00000033420	AGKD04458861.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000033424	AGKD04487057.1	.	protein_coding		
ENSSSAG00000033425	AGKD04472572.1	.	snoRNA		
ENSSSAG00000033429	AGKD04351580.1	.	protein_coding		
ENSSSAG00000033437	AGKD04514976.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033440	AGKD04108913.1	.	protein_coding		
ENSSSAG00000033441	AGKD04472572.1	.	snoRNA		
ENSSSAG00000033447	AGKD04410892.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000033456	AGKD04441825.1	.	protein_coding		
ENSSSAG00000033457	AGKD04313999.1	.	protein_coding		
ENSSSAG00000033461	AGKD04573731.1	.	protein_coding		
ENSSSAG00000033462	AGKD04256089.1	.	protein_coding		
ENSSSAG00000033467	AGKD04612237.1	.	protein_coding		
ENSSSAG00000033475	AGKD04410898.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033495	AGKD04691909.1	.	protein_coding		
ENSSSAG00000033500	AGKD04487236.1	.	protein_coding		
ENSSSAG00000033503	AGKD04472660.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033513	AGKD04458991.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033516	AGKD04785180.1	.	protein_coding		
ENSSSAG00000033518	AGKD04472726.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033521	AGKD04256109.1	.	protein_coding		
ENSSSAG00000033524	AGKD04692181.1	.	snoRNA		
ENSSSAG00000033527	AGKD04413666.1	.	protein_coding		
ENSSSAG00000033528	AGKD04417945.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033531	AGKD04158711.1	.	protein_coding		
ENSSSAG00000033532	AGKD04600212.1	.	protein_coding		
ENSSSAG00000033535	AGKD04314005.1	.	protein_coding		
ENSSSAG00000033536	AGKD04472762.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033538	AGKD04692181.1	.	snoRNA		
ENSSSAG00000033547	AGKD04586978.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033551	AGKD04573861.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033552	AGKD04411194.1	.	protein_coding		
ENSSSAG00000033553	AGKD04692289.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033554	AGKD04472764.1	.	pseudogene		
ENSSSAG00000033569	AGKD04158711.1	.	protein_coding		
ENSSSAG00000033573	AGKD04692496.1	.	pseudogene		
ENSSSAG00000033576	AGKD04033680.1	.	lncRNA		
ENSSSAG00000033588	AGKD04314073.1	.	protein_coding		
ENSSSAG00000033596	AGKD04612939.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000033603	AGKD04441963.1	.	protein_coding		
ENSSSAG00000033604	AGKD04509614.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033606	AGKD04515176.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033608	AGKD04785627.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033611	AGKD04370132.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033616	AGKD04459175.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033618	AGKD04033680.1	.	protein_coding		
ENSSSAG00000033620	AGKD04411205.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033630	AGKD04472803.1	.	protein_coding		
ENSSSAG00000033632	AGKD04351837.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033638	AGKD04418247.1	.	protein_coding		
ENSSSAG00000033645	AGKD04217078.1	.	protein_coding		
ENSSSAG00000033651	AGKD04613066.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033669	AGKD04024527.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033672	AGKD04473121.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033684	AGKD04487440.1	.	protein_coding		
ENSSSAG00000033688	AGKD04256204.1	.	protein_coding		
ENSSSAG00000033694	AGKD04024527.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033699	AGKD04638448.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000033702	AGKD04370334.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033720	AGKD04411396.1	.	protein_coding		
ENSSSAG00000033730	AGKD04509790.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033753	AGKD04418369.1	.	protein_coding	RWDD3	RWD domain containing 3 [Source:HGNC Symbol%3BAcc:HGNC:21393]
ENSSSAG00000033769	AGKD04510010.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033774	AGKD04601044.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033789	AGKD04033681.1	.	protein_coding	NHLRC1	E3 ubiquitin-protein ligase NHLRC1-like [Source:NCBI gene%3BAcc:106574154]
ENSSSAG00000033790	AGKD04351948.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033797	AGKD04626772.1	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000033802	AGKD04411464.1	.	protein_coding		
ENSSSAG00000033804	AGKD04638838.1	.	protein_coding		
ENSSSAG00000033812	AGKD04370720.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033823	AGKD04692772.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033833	AGKD04245948.1	.	protein_coding		
ENSSSAG00000033843	AGKD04411501.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033845	AGKD04510116.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033851	AGKD04158848.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033856	AGKD04692810.1	.	protein_coding		
ENSSSAG00000033877	AGKD04411569.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033884	AGKD04418385.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033889	AGKD04217287.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033890	AGKD04024621.1	.	protein_coding		
ENSSSAG00000033892	AGKD04510124.1	.	protein_coding		
ENSSSAG00000033896	AGKD04692865.1	.	miRNA	ssa-mir-101b-1	ssa-mir-101b-1 [Source:miRBase%3BAcc:MI0026435]
ENSSSAG00000033897	AGKD04245964.1	.	protein_coding		
ENSSSAG00000033899	AGKD04587620.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033905	AGKD04144677.1	.	snoRNA		
ENSSSAG00000033906	AGKD04627059.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033909	AGKD04786237.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033911	AGKD04019625.1	.	pseudogene		
ENSSSAG00000033915	AGKD04473411.1	.	protein_coding		
ENSSSAG00000033920	AGKD04217287.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033922	ssa11	.	pseudogene		
ENSSSAG00000033924	AGKD04411569.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033929	AGKD04418424.1	.	protein_coding		
ENSSSAG00000033932	AGKD04587620.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033935	AGKD04487895.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000033936	AGKD04786308.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033941	AGKD04627061.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000033945	AGKD04126980.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000033947	AGKD04613396.1	.	protein_coding		
ENSSSAG00000033949	AGKD04286324.1	.	protein_coding		
ENSSSAG00000033955	AGKD04639017.1	.	protein_coding		
ENSSSAG00000033959	AGKD04246005.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000033966	AGKD04488061.1	.	protein_coding		
ENSSSAG00000033968	AGKD04601172.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033970	AGKD04627061.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000033979	AGKD04666941.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
