gene_id	worst_effect
ENSSSAG00000077002	identical
ENSSSAG00000008864	identical
ENSSSAG00000008886	identical
ENSSSAG00000031173	identical
ENSSSAG00000013602	nonsynonymous
ENSSSAG00000010626	nonsynonymous
ENSSSAG00000010644	nonsynonymous
ENSSSAG00000008934	identical
ENSSSAG00000008992	identical
ENSSSAG00000009036	identical
ENSSSAG00000009177	identical
ENSSSAG00000009190	identical
ENSSSAG00000009196	nonsynonymous
ENSSSAG00000009204	nonsynonymous
ENSSSAG00000009212	nonsynonymous
ENSSSAG00000009218	identical
ENSSSAG00000009233	inframe_insertion
ENSSSAG00000009364	identical
ENSSSAG00000010028	synonymous
ENSSSAG00000010037	identical
ENSSSAG00000010052	nonsynonymous
ENSSSAG00000010093	identical
ENSSSAG00000010145	frameshift
ENSSSAG00000010223	nonsynonymous
ENSSSAG00000010357	nonsynonymous
ENSSSAG00000019408	identical
ENSSSAG00000038122	frameshift
ENSSSAG00000043047	synonymous
ENSSSAG00000043073	identical
ENSSSAG00000043845	frameshift
ENSSSAG00000044249	nonsynonymous
ENSSSAG00000062948	synonymous
ENSSSAG00000062953	synonymous
ENSSSAG00000062966	identical
ENSSSAG00000062970	identical
ENSSSAG00000062977	synonymous
ENSSSAG00000063063	inframe_deletion
ENSSSAG00000063357	frameshift
ENSSSAG00000064895	3'_truncated
ENSSSAG00000064912	frameshift
ENSSSAG00000064947	nonsynonymous
ENSSSAG00000064956	frameshift
ENSSSAG00000064979	nonsynonymous
ENSSSAG00000065555	synonymous
ENSSSAG00000070163	identical
ENSSSAG00000070169	synonymous
ENSSSAG00000070198	identical
ENSSSAG00000070213	identical
ENSSSAG00000070531	identical
ENSSSAG00000071205	frameshift
ENSSSAG00000071206	identical
ENSSSAG00000071215	stop_gained
ENSSSAG00000071246	frameshift
ENSSSAG00000071252	synonymous
ENSSSAG00000071258	identical
ENSSSAG00000071284	frameshift
ENSSSAG00000071812	frameshift
ENSSSAG00000071816	start_lost
ENSSSAG00000071830	identical
ENSSSAG00000071831	identical
ENSSSAG00000071836	identical
ENSSSAG00000071843	identical
ENSSSAG00000071845	identical
ENSSSAG00000071850	inframe_insertion
ENSSSAG00000071859	identical
ENSSSAG00000071869	frameshift
ENSSSAG00000072060	identical
ENSSSAG00000072064	identical
ENSSSAG00000072065	inframe_deletion
ENSSSAG00000072072	identical
ENSSSAG00000072081	frameshift
ENSSSAG00000072090	nonsynonymous
ENSSSAG00000072100	identical
ENSSSAG00000072103	identical
ENSSSAG00000072140	identical
ENSSSAG00000073132	synonymous
ENSSSAG00000073136	identical
ENSSSAG00000073139	identical
ENSSSAG00000073140	identical
ENSSSAG00000073141	identical
ENSSSAG00000073145	identical
ENSSSAG00000073148	identical
ENSSSAG00000073153	identical
ENSSSAG00000073156	identical
ENSSSAG00000073167	nonsynonymous
ENSSSAG00000056186	nonsynonymous
ENSSSAG00000066154	identical
ENSSSAG00000066157	nonsynonymous
ENSSSAG00000066162	nonsynonymous
ENSSSAG00000066175	nonsynonymous
ENSSSAG00000066254	nonsynonymous
ENSSSAG00000067023	identical
ENSSSAG00000067094	identical
ENSSSAG00000069389	synonymous
ENSSSAG00000071944	inframe_deletion
ENSSSAG00000072025	nonsynonymous
ENSSSAG00000072039	identical
ENSSSAG00000072136	frameshift
ENSSSAG00000074965	identical
ENSSSAG00000074967	nonsynonymous
ENSSSAG00000075068	frameshift
ENSSSAG00000076936	identical
ENSSSAG00000076939	identical
ENSSSAG00000076951	inframe_insertion
ENSSSAG00000077134	identical
ENSSSAG00000077145	identical
ENSSSAG00000077164	identical
ENSSSAG00000077171	nonsynonymous
ENSSSAG00000077218	inframe_deletion
ENSSSAG00000077282	nonsynonymous
ENSSSAG00000077287	nonsynonymous
ENSSSAG00000077345	identical
ENSSSAG00000077837	nonsynonymous
ENSSSAG00000077848	synonymous
ENSSSAG00000077857	nonsynonymous
ENSSSAG00000077861	identical
ENSSSAG00000077866	synonymous
ENSSSAG00000077873	identical
ENSSSAG00000077889	synonymous
ENSSSAG00000077899	nonsynonymous
ENSSSAG00000077909	nonsynonymous
ENSSSAG00000077911	frameshift
ENSSSAG00000077917	frameshift
ENSSSAG00000077923	nonsynonymous
ENSSSAG00000077927	identical
ENSSSAG00000077937	identical
ENSSSAG00000077941	synonymous
ENSSSAG00000078033	identical
ENSSSAG00000078642	identical
ENSSSAG00000078646	nonsynonymous
ENSSSAG00000078648	identical
ENSSSAG00000078655	nonsynonymous
ENSSSAG00000078692	start_lost
ENSSSAG00000078702	frameshift
ENSSSAG00000078751	identical
ENSSSAG00000079021	identical
ENSSSAG00000079032	synonymous
ENSSSAG00000051390	identical
ENSSSAG00000080460	identical
ENSSSAG00000080476	frameshift
ENSSSAG00000080580	nonsynonymous
ENSSSAG00000080625	inframe_deletion
ENSSSAG00000080690	nonsynonymous
ENSSSAG00000080994	nonsynonymous
ENSSSAG00000081221	frameshift
ENSSSAG00000081248	synonymous
ENSSSAG00000081253	synonymous
ENSSSAG00000081278	identical
ENSSSAG00000081280	frameshift
ENSSSAG00000081281	nonsynonymous
ENSSSAG00000081284	identical
ENSSSAG00000081290	identical
ENSSSAG00000081296	inframe_deletion
ENSSSAG00000081299	nonsynonymous
ENSSSAG00000081304	identical
ENSSSAG00000081328	nonsynonymous
ENSSSAG00000081332	nonsynonymous
ENSSSAG00000081350	nonsynonymous
ENSSSAG00000081382	synonymous
ENSSSAG00000081385	identical
ENSSSAG00000081392	synonymous
ENSSSAG00000081400	synonymous
ENSSSAG00000081403	identical
ENSSSAG00000081407	nonsynonymous
ENSSSAG00000081408	identical
ENSSSAG00000081416	start_lost
ENSSSAG00000081433	identical
ENSSSAG00000081435	identical
ENSSSAG00000081437	frameshift
ENSSSAG00000012729	start_lost
ENSSSAG00000020415	start_lost
ENSSSAG00000081440	identical
ENSSSAG00000081447	nonsynonymous
ENSSSAG00000081449	identical
ENSSSAG00000081454	identical
ENSSSAG00000081456	identical
ENSSSAG00000056392	identical
ENSSSAG00000056393	synonymous
ENSSSAG00000056398	identical
ENSSSAG00000056431	nonsynonymous
ENSSSAG00000056609	frameshift
ENSSSAG00000056621	identical
ENSSSAG00000056690	frameshift
ENSSSAG00000058415	identical
ENSSSAG00000058724	identical
ENSSSAG00000058855	identical
ENSSSAG00000063216	synonymous
ENSSSAG00000063222	identical
ENSSSAG00000063225	synonymous
ENSSSAG00000063227	identical
ENSSSAG00000063278	frameshift
ENSSSAG00000066984	identical
ENSSSAG00000066985	identical
ENSSSAG00000066988	nonsynonymous
ENSSSAG00000066995	synonymous
ENSSSAG00000067113	inframe_deletion
ENSSSAG00000068889	identical
ENSSSAG00000069116	inframe_deletion
ENSSSAG00000074611	identical
ENSSSAG00000074618	identical
ENSSSAG00000074625	identical
ENSSSAG00000074638	inframe_deletion
ENSSSAG00000074707	synonymous
ENSSSAG00000075856	identical
ENSSSAG00000075916	nonsynonymous
ENSSSAG00000078227	frameshift
ENSSSAG00000078545	frameshift
ENSSSAG00000078631	identical
ENSSSAG00000078635	identical
ENSSSAG00000078732	nonsynonymous
ENSSSAG00000078799	frameshift
ENSSSAG00000079403	identical
ENSSSAG00000079405	synonymous
ENSSSAG00000037367	identical
ENSSSAG00000079500	synonymous
ENSSSAG00000079503	identical
ENSSSAG00000079509	synonymous
ENSSSAG00000079520	identical
ENSSSAG00000079521	start_lost
ENSSSAG00000079550	start_lost
ENSSSAG00000080025	nonsynonymous
ENSSSAG00000080029	identical
ENSSSAG00000080072	inframe_insertion
ENSSSAG00000080082	nonsynonymous
ENSSSAG00000080104	identical
ENSSSAG00000080113	nonsynonymous
ENSSSAG00000080214	identical
ENSSSAG00000080216	identical
ENSSSAG00000038434	identical
ENSSSAG00000080225	nonsynonymous
ENSSSAG00000080228	synonymous
ENSSSAG00000080230	nonsynonymous
ENSSSAG00000080246	identical
ENSSSAG00000080248	nonsynonymous
ENSSSAG00000080252	frameshift
ENSSSAG00000080253	identical
ENSSSAG00000080254	identical
ENSSSAG00000080262	identical
ENSSSAG00000080267	nonsynonymous
ENSSSAG00000080270	identical
ENSSSAG00000080285	start_lost
ENSSSAG00000080435	identical
ENSSSAG00000080439	identical
ENSSSAG00000080443	identical
ENSSSAG00000080450	identical
ENSSSAG00000080482	frameshift
ENSSSAG00000080581	nonsynonymous
ENSSSAG00000080582	identical
ENSSSAG00000080584	identical
ENSSSAG00000080592	identical
ENSSSAG00000080598	nonsynonymous
ENSSSAG00000080624	identical
ENSSSAG00000080736	identical
ENSSSAG00000080751	identical
ENSSSAG00000080754	nonsynonymous
ENSSSAG00000080765	synonymous
ENSSSAG00000080782	frameshift
ENSSSAG00000080783	identical
ENSSSAG00000080788	synonymous
ENSSSAG00000080792	identical
ENSSSAG00000056506	frameshift
ENSSSAG00000056509	identical
ENSSSAG00000037738	identical
ENSSSAG00000056517	identical
ENSSSAG00000056526	identical
ENSSSAG00000056540	identical
ENSSSAG00000056561	identical
ENSSSAG00000056567	identical
ENSSSAG00000065213	inframe_insertion
ENSSSAG00000059214	inframe_insertion
ENSSSAG00000060444	inframe_deletion
ENSSSAG00000060395	synonymous
ENSSSAG00000060382	identical
ENSSSAG00000060315	nonsynonymous
ENSSSAG00000060244	identical
ENSSSAG00000060203	identical
ENSSSAG00000060005	synonymous
ENSSSAG00000059991	identical
ENSSSAG00000059960	3'_truncated
ENSSSAG00000059349	nonsynonymous
ENSSSAG00000059948	nonsynonymous
ENSSSAG00000056659	frameshift
ENSSSAG00000056576	identical
ENSSSAG00000076978	identical
ENSSSAG00000077006	frameshift
ENSSSAG00000077013	identical
ENSSSAG00000077020	identical
ENSSSAG00000077029	identical
ENSSSAG00000077032	identical
ENSSSAG00000077035	identical
ENSSSAG00000077043	nonsynonymous
ENSSSAG00000077050	synonymous
ENSSSAG00000077086	identical
ENSSSAG00000077089	synonymous
ENSSSAG00000077114	identical
ENSSSAG00000076895	nonsynonymous
ENSSSAG00000076893	identical
ENSSSAG00000077497	inframe_deletion
ENSSSAG00000077872	identical
ENSSSAG00000077879	frameshift
ENSSSAG00000077888	identical
ENSSSAG00000077897	identical
ENSSSAG00000077902	identical
ENSSSAG00000077906	identical
ENSSSAG00000077912	identical
ENSSSAG00000077916	identical
ENSSSAG00000077975	identical
ENSSSAG00000077932	frameshift
ENSSSAG00000077983	synonymous
ENSSSAG00000078003	identical
ENSSSAG00000078009	identical
ENSSSAG00000078036	identical
ENSSSAG00000076899	start_lost
ENSSSAG00000077150	frameshift
ENSSSAG00000076877	start_lost
ENSSSAG00000078061	inframe_insertion
ENSSSAG00000078074	identical
ENSSSAG00000078092	identical
ENSSSAG00000078099	identical
ENSSSAG00000078120	frameshift
ENSSSAG00000078131	nonsynonymous
ENSSSAG00000078137	identical
ENSSSAG00000074161	frameshift
ENSSSAG00000078143	identical
ENSSSAG00000062619	start_lost
ENSSSAG00000078145	inframe_deletion
ENSSSAG00000078146	nonsynonymous
ENSSSAG00000078151	identical
ENSSSAG00000078158	frameshift
ENSSSAG00000078161	identical
ENSSSAG00000078301	start_lost
ENSSSAG00000079820	identical
ENSSSAG00000079825	identical
ENSSSAG00000079836	synonymous
ENSSSAG00000079840	nonsynonymous
ENSSSAG00000079847	nonsynonymous
ENSSSAG00000079841	identical
ENSSSAG00000079867	identical
ENSSSAG00000079876	frameshift
ENSSSAG00000079949	stop_gained
ENSSSAG00000080098	frameshift
ENSSSAG00000080099	frameshift
ENSSSAG00000080101	frameshift
ENSSSAG00000080109	identical
ENSSSAG00000080120	nonsynonymous
ENSSSAG00000047514	nonsynonymous
ENSSSAG00000048075	nonsynonymous
ENSSSAG00000052183	identical
ENSSSAG00000008875	frameshift
ENSSSAG00000009466	frameshift
ENSSSAG00000047022	identical
ENSSSAG00000047034	identical
ENSSSAG00000047382	start_lost
ENSSSAG00000047374	identical
ENSSSAG00000047368	frameshift
ENSSSAG00000047366	start_lost
ENSSSAG00000047356	identical
ENSSSAG00000047055	synonymous
ENSSSAG00000047424	nonsynonymous
ENSSSAG00000060872	identical
ENSSSAG00000052533	inframe_deletion
ENSSSAG00000052260	identical
ENSSSAG00000052240	identical
ENSSSAG00000052227	identical
ENSSSAG00000052210	synonymous
ENSSSAG00000052219	inframe_insertion
ENSSSAG00000081146	start_lost
ENSSSAG00000060885	nonsynonymous
ENSSSAG00000060903	identical
ENSSSAG00000060943	identical
ENSSSAG00000060979	identical
ENSSSAG00000061085	frameshift
ENSSSAG00000062586	identical
ENSSSAG00000062573	identical
ENSSSAG00000061856	identical
ENSSSAG00000061925	identical
ENSSSAG00000060818	frameshift
ENSSSAG00000062739	identical
ENSSSAG00000064934	identical
ENSSSAG00000064944	identical
ENSSSAG00000064955	identical
ENSSSAG00000064988	identical
ENSSSAG00000064996	identical
ENSSSAG00000065008	frameshift
ENSSSAG00000065023	frameshift
ENSSSAG00000065029	synonymous
ENSSSAG00000065040	nonsynonymous
ENSSSAG00000065102	frameshift
ENSSSAG00000065336	frameshift
ENSSSAG00000067027	nonsynonymous
ENSSSAG00000067028	identical
ENSSSAG00000067030	start_lost
ENSSSAG00000013440	start_lost
ENSSSAG00000067048	identical
ENSSSAG00000067055	synonymous
ENSSSAG00000067058	inframe_deletion
ENSSSAG00000067066	identical
ENSSSAG00000067081	synonymous
ENSSSAG00000067587	frameshift
ENSSSAG00000067603	frameshift
ENSSSAG00000067621	nonsynonymous
ENSSSAG00000067624	identical
ENSSSAG00000067632	synonymous
ENSSSAG00000067638	nonsynonymous
ENSSSAG00000067646	nonsynonymous
ENSSSAG00000067657	nonsynonymous
ENSSSAG00000067671	synonymous
ENSSSAG00000067685	frameshift
ENSSSAG00000067688	frameshift
ENSSSAG00000067695	nonsynonymous
ENSSSAG00000067700	start_lost
ENSSSAG00000067709	identical
ENSSSAG00000067712	identical
ENSSSAG00000067706	identical
ENSSSAG00000009320	identical
ENSSSAG00000067720	nonsynonymous
ENSSSAG00000067766	stop_gained
ENSSSAG00000067838	nonsynonymous
ENSSSAG00000067842	frameshift
ENSSSAG00000019050	frameshift
ENSSSAG00000067843	identical
ENSSSAG00000067846	identical
ENSSSAG00000067849	frameshift
ENSSSAG00000008866	nonsynonymous
ENSSSAG00000008941	identical
ENSSSAG00000009216	start_lost
ENSSSAG00000009231	frameshift
ENSSSAG00000026343	frameshift
ENSSSAG00000010485	inframe_deletion
ENSSSAG00000010589	identical
ENSSSAG00000052433	3'_truncated
ENSSSAG00000009261	nonsynonymous
ENSSSAG00000009365	3'_truncated
ENSSSAG00000009339	start_lost
ENSSSAG00000009357	identical
ENSSSAG00000009353	identical
ENSSSAG00000009645	start_lost
ENSSSAG00000054420	inframe_insertion
ENSSSAG00000054413	nonsynonymous
ENSSSAG00000044183	stop_gained
ENSSSAG00000054427	nonsynonymous
ENSSSAG00000054432	start_lost
ENSSSAG00000054434	nonsynonymous
ENSSSAG00000054475	frameshift
ENSSSAG00000054990	frameshift
ENSSSAG00000058475	identical
ENSSSAG00000055027	identical
ENSSSAG00000055020	identical
ENSSSAG00000055047	identical
ENSSSAG00000055053	start_lost
ENSSSAG00000055068	stop_gained
ENSSSAG00000066723	identical
ENSSSAG00000066725	identical
ENSSSAG00000055301	start_lost
ENSSSAG00000066728	nonsynonymous
ENSSSAG00000066730	frameshift
ENSSSAG00000066734	frameshift
ENSSSAG00000066820	frameshift
ENSSSAG00000066817	frameshift
ENSSSAG00000066758	synonymous
ENSSSAG00000066748	identical
ENSSSAG00000010279	identical
ENSSSAG00000044385	identical
ENSSSAG00000066844	frameshift
ENSSSAG00000066830	inframe_insertion
ENSSSAG00000059183	identical
ENSSSAG00000067007	identical
ENSSSAG00000067015	frameshift
ENSSSAG00000067011	frameshift
ENSSSAG00000067013	frameshift
ENSSSAG00000067019	identical
ENSSSAG00000059014	identical
ENSSSAG00000015582	inframe_deletion
ENSSSAG00000067126	start_lost
ENSSSAG00000051960	identical
ENSSSAG00000067022	frameshift
ENSSSAG00000067117	nonsynonymous
ENSSSAG00000067188	synonymous
ENSSSAG00000067155	identical
ENSSSAG00000067163	identical
ENSSSAG00000067167	frameshift
ENSSSAG00000067173	3'_truncated
ENSSSAG00000067178	frameshift
ENSSSAG00000067181	frameshift
ENSSSAG00000067186	synonymous
ENSSSAG00000067135	frameshift
ENSSSAG00000067193	nonsynonymous
ENSSSAG00000015770	inframe_deletion
ENSSSAG00000003235	start_lost
ENSSSAG00000059034	identical
ENSSSAG00000059507	nonsynonymous
ENSSSAG00000038500	frameshift
ENSSSAG00000039287	frameshift
ENSSSAG00000039035	inframe_deletion
ENSSSAG00000039339	frameshift
ENSSSAG00000060920	frameshift
ENSSSAG00000059202	start_lost
ENSSSAG00000038957	frameshift
ENSSSAG00000039387	inframe_insertion
ENSSSAG00000054842	frameshift
ENSSSAG00000004712	start_lost
ENSSSAG00000039531	identical
ENSSSAG00000028801	identical
ENSSSAG00000039504	identical
ENSSSAG00000060006	identical
ENSSSAG00000060015	nonsynonymous
ENSSSAG00000060020	start_lost
ENSSSAG00000039569	identical
ENSSSAG00000039762	frameshift
ENSSSAG00000039701	frameshift
ENSSSAG00000059820	frameshift
ENSSSAG00000039434	identical
ENSSSAG00000059580	stop_gained
ENSSSAG00000039631	identical
ENSSSAG00000060043	start_lost
ENSSSAG00000021472	stop_gained
ENSSSAG00000039787	frameshift
ENSSSAG00000036242	stop_gained
ENSSSAG00000040097	frameshift
ENSSSAG00000072048	identical
ENSSSAG00000040163	inframe_insertion
ENSSSAG00000040364	nonsynonymous
ENSSSAG00000040149	identical
ENSSSAG00000040137	inframe_insertion
ENSSSAG00000040409	identical
ENSSSAG00000040446	nonsynonymous
ENSSSAG00000040559	synonymous
ENSSSAG00000040615	frameshift
ENSSSAG00000051366	frameshift
ENSSSAG00000047786	frameshift
ENSSSAG00000041353	frameshift
ENSSSAG00000041255	identical
ENSSSAG00000041221	synonymous
ENSSSAG00000041172	synonymous
ENSSSAG00000040983	identical
ENSSSAG00000040891	start_lost
ENSSSAG00000040966	frameshift
ENSSSAG00000051439	synonymous
ENSSSAG00000051454	frameshift
ENSSSAG00000051415	nonsynonymous
ENSSSAG00000051393	identical
ENSSSAG00000059233	identical
ENSSSAG00000052122	identical
ENSSSAG00000052112	synonymous
ENSSSAG00000051460	synonymous
ENSSSAG00000051527	identical
ENSSSAG00000051498	frameshift
ENSSSAG00000051491	identical
ENSSSAG00000051483	start_lost
ENSSSAG00000010122	frameshift
ENSSSAG00000052232	nonsynonymous
ENSSSAG00000064834	inframe_insertion
ENSSSAG00000052216	identical
ENSSSAG00000052170	frameshift
ENSSSAG00000052205	start_lost
ENSSSAG00000052151	start_lost
ENSSSAG00000052385	frameshift
ENSSSAG00000052276	start_lost
ENSSSAG00000052254	start_lost
ENSSSAG00000036218	frameshift
ENSSSAG00000052394	inframe_deletion
ENSSSAG00000052389	identical
ENSSSAG00000019200	frameshift
ENSSSAG00000019436	identical
ENSSSAG00000038707	frameshift
ENSSSAG00000038794	start_lost
ENSSSAG00000039022	3'_truncated
ENSSSAG00000039219	nonsynonymous
ENSSSAG00000039276	identical
ENSSSAG00000039733	identical
ENSSSAG00000046693	frameshift
ENSSSAG00000040035	identical
ENSSSAG00000033124	identical
ENSSSAG00000059990	synonymous
ENSSSAG00000059977	identical
ENSSSAG00000059968	identical
ENSSSAG00000059959	identical
ENSSSAG00000059947	identical
ENSSSAG00000059866	frameshift
ENSSSAG00000059842	identical
ENSSSAG00000059748	identical
ENSSSAG00000059674	identical
ENSSSAG00000055200	frameshift
ENSSSAG00000055152	synonymous
ENSSSAG00000055112	frameshift
ENSSSAG00000055090	identical
ENSSSAG00000055085	identical
ENSSSAG00000054881	frameshift
ENSSSAG00000054849	frameshift
ENSSSAG00000054844	synonymous
ENSSSAG00000054832	nonsynonymous
ENSSSAG00000054770	synonymous
ENSSSAG00000054764	identical
ENSSSAG00000054674	nonsynonymous
ENSSSAG00000051706	nonsynonymous
ENSSSAG00000051673	frameshift
ENSSSAG00000051633	inframe_deletion
ENSSSAG00000048847	frameshift
ENSSSAG00000048786	identical
ENSSSAG00000048696	frameshift
ENSSSAG00000048783	frameshift
ENSSSAG00000047048	inframe_insertion
ENSSSAG00000047008	identical
ENSSSAG00000046997	identical
ENSSSAG00000046986	synonymous
ENSSSAG00000046982	identical
ENSSSAG00000046955	synonymous
ENSSSAG00000046946	frameshift
ENSSSAG00000046938	nonsynonymous
ENSSSAG00000046758	nonsynonymous
ENSSSAG00000046711	start_lost
ENSSSAG00000079045	start_lost
ENSSSAG00000046700	identical
ENSSSAG00000058143	identical
ENSSSAG00000060135	identical
ENSSSAG00000060159	identical
ENSSSAG00000060276	identical
ENSSSAG00000060353	identical
ENSSSAG00000060374	identical
ENSSSAG00000060631	identical
ENSSSAG00000060730	frameshift
ENSSSAG00000063111	identical
ENSSSAG00000063115	identical
ENSSSAG00000063163	nonsynonymous
ENSSSAG00000063641	identical
ENSSSAG00000063651	synonymous
ENSSSAG00000063662	3'_truncated
ENSSSAG00000063666	synonymous
ENSSSAG00000063680	identical
ENSSSAG00000063688	identical
ENSSSAG00000063694	identical
ENSSSAG00000063709	nonsynonymous
ENSSSAG00000063750	nonsynonymous
ENSSSAG00000063765	nonsynonymous
ENSSSAG00000004708	nonsynonymous
ENSSSAG00000004714	identical
ENSSSAG00000004727	identical
ENSSSAG00000004773	identical
ENSSSAG00000004794	synonymous
ENSSSAG00000004851	frameshift
ENSSSAG00000004860	frameshift
ENSSSAG00000004893	start_lost
ENSSSAG00000004923	inframe_insertion
ENSSSAG00000010600	start_lost
ENSSSAG00000004942	nonsynonymous
ENSSSAG00000004950	start_lost
ENSSSAG00000004958	inframe_deletion
ENSSSAG00000004969	identical
ENSSSAG00000004972	identical
ENSSSAG00000004976	nonsynonymous
ENSSSAG00000004983	nonsynonymous
ENSSSAG00000004997	identical
ENSSSAG00000005007	identical
ENSSSAG00000005020	frameshift
ENSSSAG00000005028	identical
ENSSSAG00000005062	identical
ENSSSAG00000005180	identical
ENSSSAG00000005192	3'_truncated
ENSSSAG00000005236	nonsynonymous
ENSSSAG00000005245	nonsynonymous
ENSSSAG00000005265	identical
ENSSSAG00000005273	nonsynonymous
ENSSSAG00000005686	frameshift
ENSSSAG00000044919	frameshift
ENSSSAG00000044942	frameshift
ENSSSAG00000045031	frameshift
ENSSSAG00000048430	frameshift
ENSSSAG00000048457	identical
ENSSSAG00000048464	identical
ENSSSAG00000048473	frameshift
ENSSSAG00000048488	identical
ENSSSAG00000048503	identical
ENSSSAG00000048523	identical
ENSSSAG00000048525	identical
ENSSSAG00000048532	nonsynonymous
ENSSSAG00000048548	frameshift
ENSSSAG00000048583	identical
ENSSSAG00000048591	identical
ENSSSAG00000048618	identical
ENSSSAG00000048631	identical
ENSSSAG00000048638	synonymous
ENSSSAG00000048643	identical
ENSSSAG00000048646	identical
ENSSSAG00000048653	identical
ENSSSAG00000048709	nonsynonymous
ENSSSAG00000048768	identical
ENSSSAG00000015057	identical
ENSSSAG00000050207	frameshift
ENSSSAG00000050242	identical
ENSSSAG00000050265	synonymous
ENSSSAG00000050279	identical
ENSSSAG00000050312	frameshift
ENSSSAG00000050335	identical
ENSSSAG00000050355	identical
ENSSSAG00000050425	identical
ENSSSAG00000050908	identical
ENSSSAG00000050922	identical
ENSSSAG00000050992	identical
ENSSSAG00000051083	identical
ENSSSAG00000051184	frameshift
ENSSSAG00000051299	identical
ENSSSAG00000051316	identical
ENSSSAG00000051402	synonymous
ENSSSAG00000051435	nonsynonymous
ENSSSAG00000051445	identical
ENSSSAG00000051484	identical
ENSSSAG00000051492	identical
ENSSSAG00000051499	identical
ENSSSAG00000051509	identical
ENSSSAG00000051549	identical
ENSSSAG00000036742	identical
ENSSSAG00000036889	identical
ENSSSAG00000037040	identical
ENSSSAG00000037372	identical
ENSSSAG00000037572	identical
ENSSSAG00000037637	nonsynonymous
ENSSSAG00000037922	nonsynonymous
ENSSSAG00000038146	identical
ENSSSAG00000038826	identical
ENSSSAG00000042633	identical
ENSSSAG00000042638	identical
ENSSSAG00000042650	nonsynonymous
ENSSSAG00000042840	identical
ENSSSAG00000046923	synonymous
ENSSSAG00000046940	identical
ENSSSAG00000046959	identical
ENSSSAG00000046967	identical
ENSSSAG00000046973	frameshift
ENSSSAG00000046979	frameshift
ENSSSAG00000046985	identical
ENSSSAG00000046991	identical
ENSSSAG00000047006	identical
ENSSSAG00000047351	inframe_deletion
ENSSSAG00000069270	identical
ENSSSAG00000069273	identical
ENSSSAG00000069283	identical
ENSSSAG00000069307	identical
ENSSSAG00000069464	nonsynonymous
ENSSSAG00000069509	identical
ENSSSAG00000069511	identical
ENSSSAG00000069514	identical
ENSSSAG00000069517	synonymous
ENSSSAG00000069649	frameshift
ENSSSAG00000074213	synonymous
ENSSSAG00000074215	identical
ENSSSAG00000074216	identical
ENSSSAG00000074220	identical
ENSSSAG00000074223	identical
ENSSSAG00000074229	identical
ENSSSAG00000074234	identical
ENSSSAG00000074247	identical
ENSSSAG00000074308	identical
ENSSSAG00000074320	nonsynonymous
ENSSSAG00000074463	frameshift
ENSSSAG00000074799	synonymous
ENSSSAG00000074816	identical
ENSSSAG00000074821	identical
ENSSSAG00000074832	identical
ENSSSAG00000074835	nonsynonymous
ENSSSAG00000074841	frameshift
ENSSSAG00000074844	identical
ENSSSAG00000074855	synonymous
ENSSSAG00000075125	nonsynonymous
ENSSSAG00000075130	nonsynonymous
ENSSSAG00000075140	identical
ENSSSAG00000075344	synonymous
ENSSSAG00000075427	frameshift
ENSSSAG00000076309	nonsynonymous
ENSSSAG00000076310	nonsynonymous
ENSSSAG00000076314	synonymous
ENSSSAG00000076329	identical
ENSSSAG00000076333	synonymous
ENSSSAG00000076339	identical
ENSSSAG00000076343	nonsynonymous
ENSSSAG00000076361	frameshift
ENSSSAG00000076543	synonymous
ENSSSAG00000076545	identical
ENSSSAG00000076550	nonsynonymous
ENSSSAG00000076582	start_lost
ENSSSAG00000076836	3'_truncated
ENSSSAG00000076841	synonymous
ENSSSAG00000076846	frameshift
ENSSSAG00000076850	identical
ENSSSAG00000076855	identical
ENSSSAG00000076863	identical
ENSSSAG00000076870	nonsynonymous
ENSSSAG00000076897	identical
ENSSSAG00000077221	identical
ENSSSAG00000077227	frameshift
ENSSSAG00000077260	synonymous
ENSSSAG00000077470	identical
ENSSSAG00000077483	identical
ENSSSAG00000077486	identical
ENSSSAG00000077507	frameshift
ENSSSAG00000077729	identical
ENSSSAG00000077735	identical
ENSSSAG00000077747	identical
ENSSSAG00000077766	start_lost
ENSSSAG00000077887	identical
ENSSSAG00000077903	synonymous
ENSSSAG00000077910	nonsynonymous
ENSSSAG00000001822	identical
ENSSSAG00000001846	frameshift
ENSSSAG00000002054	synonymous
ENSSSAG00000071810	3'_truncated
ENSSSAG00000002082	identical
ENSSSAG00000002101	identical
ENSSSAG00000002104	identical
ENSSSAG00000055779	identical
ENSSSAG00000003011	inframe_insertion
ENSSSAG00000003034	frameshift
ENSSSAG00000003077	identical
ENSSSAG00000003103	inframe_deletion
ENSSSAG00000003115	identical
ENSSSAG00000003135	identical
ENSSSAG00000003141	identical
ENSSSAG00000003148	nonsynonymous
ENSSSAG00000003163	nonsynonymous
ENSSSAG00000003174	synonymous
ENSSSAG00000003180	identical
ENSSSAG00000003186	frameshift
ENSSSAG00000003194	nonsynonymous
ENSSSAG00000003199	identical
ENSSSAG00000003204	identical
ENSSSAG00000003214	synonymous
ENSSSAG00000003222	nonsynonymous
ENSSSAG00000003316	nonsynonymous
ENSSSAG00000003610	frameshift
ENSSSAG00000003644	identical
ENSSSAG00000003831	identical
ENSSSAG00000003920	identical
ENSSSAG00000005275	nonsynonymous
ENSSSAG00000006456	identical
ENSSSAG00000006470	identical
ENSSSAG00000006573	frameshift
